Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status
Anisa1,30 - 34,"Combination, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,suka bngt sm produk ini udah abis banyak jar ny di pakai nyaman apa lgi buat makeup dan sehari hari. sangat melembabkan dan mebuat skin barier sangat kuat sehingga kulit saya yg kering jarang iritasi dan gatal lagi. dan juga di kulit membuat halus dan radiant. j,Asli
tarisa,19 - 24,"Dry, Medium, Neutral",More than 1 year,Tokopedia,5,Ya,"suka banget sama produk skintific, udah pake serangkaian skincare nya. karena beneran mencerahkan kulit dan bikin kulit lembab. so far pemakaian selama hampir 1 taun juga bisa mengurangi acne di muka juga loh, teksturnya yang cair dan ga lengket jd mudah meresap di kulit suka banget",Asli
alfiahanda,19 - 24,"Combination, Medium, Neutral",More than 1 year,FD Flash Sale,5,Ya,"Suka banget pakai pelembab skintific ini apalagi buat membantu meregenerasi kulit aku, setelah pakai ini kulit aku kembali lembab dan membantu mengurangi bekas jerawat apalagi sekarang ini perlu extra hati hati menentukan skincare produk",Asli
cindyanditak,25 - 29,"Combination, Medium Dark, Neutral",More than 1 year,Shopee,5,Ya,"ini bener-bener moisturizer terbaik yang pernah aku pakai! muka ku yang bener-bener sensitif dan juga breakout, hempas langsung pakai ini, cepet nyerep, no parfume, gak lengket, bener-bener top banget! muka jadi bersih dan gak kusem lagi",Asli
bilqishana,25 - 29,"Oily, Medium Light, Warm",3 months - 6 months,Shopee,4,Ya,"Penggunaan pertama kali di aku sangat melembabkan. Ini pertamakalinya coba ,mosturizer dan langsung cocok. Cocok dipakai buat yang kulitnya sensitif dan berjerawat karena ga ada efek samping di aku. Di timpa beberapa skincare lain juga ga terasa tebal, sangat nyaman dipakai. Baunya enak, calming.",Asli
elsapratama,25 - 29,"Oily, Medium, Warm",More than 1 year,Shopee,5,Ya,"Moisturizer yang cocok untuk memperbaiki skin barier, dapat membantu mengecilkan pori-pori, mengurangi minyak yang berlebihan, meratakah warna kulit, mencerahkan dan meningkatkan kekuatan skin barier. Menghilangkan bekas jerawat dan bertekstur ringan.",Palsu
novidwif,19 - 24,"Oily, Medium, Cool",1 month - 3 months,Shopee,5,Ya,"moisturizer dari skintific ini teksturnya cair jadi cepet nyerep di kulit karena kandungan 5x ceramidenya, bikin kulit lembap dan bikin make up makin nempel, waktu kulit breakout bikin calming di kulit dan bikin kemerahan mereda, minusnya cepet abis aja sih huhuhuu",Asli
kikia0181,19 - 24,"Normal, Medium Dark, Warm",1 month - 3 months,FD Try and Review,5,Ya,"aku suka banget sama moisturizer nya skintific soalnya setelah pakai moisturizer ini wajah aku terasa lebih lembut dan aku cocok pakai moisturizer ini, awalnya wajahku yang bruntusan setelah pakai ini bruntusan nya hilang... pokok nya fav banget sama produk ini",Asli
azizaharisti_,19 - 24,"Dry, Medium, Neutral",Less than 1 week,Shopee,5,Ya,"halo gais aku mau review moisturizer ini, jadi ini tuh cocok buat kulit kering, normal atau berminyak. buat kalian yang mau dapetin kulit yang sehat lembab dan glowing coba produk ini deh. ini produk juga viral dimana2, kalian bisa beli produk",Asli
Hafizajengds,19 - 24,"Combination, Light, Neutral",1 month - 3 months,Beautyhaul,5,Ya,"enak banget kok ini moisturizer, light weight & bagus untuk kulitku yang kering. Sayangnya 1 jar dikit banget produknya, dia packagingnya agak bulky. Tapi overall oke kok worth to try, but won't repurchase mau cari yang lain dulu aja hehehe",Asli
Wanodyaesti22,19 - 24,"Combination, Medium Light, Neutral",1 month - 3 months,Shopee,4,Tidak,"mungkin disebagian orang ini efeknya luar biasa, tapi di aku moisturizer ini kurang nampol, untuk teksturnya enak dipake jadi gampang meresap ke kulit, tapiii untuk melembabkan sorry to say di kulit aku yang badak ini kurang melembabkan",Asli
fildzahlinaa_,19 - 24,"Combination, Medium Dark, Cool",More than 1 year,Shopee,5,Ya,produk ini (skintific moisturizer) sangat amat membuat kulit menjadi lembab dan halus. skintific moisturizer ini sangat direkomendasikan untuk kulit yang kering. harganya juga worth it untuk di beli untuk semua kalang baik remaja atau orang dewasa,Asli
nungky,40 - 44,"Combination, Medium Light, Neutral",More than 1 year,Sociolla,5,Ya,Texture nya ringan dan gampang menyerap dikulit. Harga affordable. Design kemasannya keren. Must have item utk menjaga kelembaban kulit. Biasa aku pake klo malam sebelum tidur dan hasilnya kliatan paginya jadi moist dan lembut gitu kulit muka ku,Asli
Maylizzaputri04,19 - 24,"Combination, Medium Light, Neutral",More than 1 year,Shopee,5,Ya,"Rekomended banget buat ngembaliin performa kulit. Skin Barrier jadi jauh lebih sehat dan plumping. Baru 1.5tahun pake ini kulit jadi bersih, pori2 berkurang dan komedo banyak berkurang di aku. Aku tipe kulit wajah oily kombinasi, cocok banget pake ini tambah bikin kulit sehat dan cerah.",Asli
Nafisatul01,19 - 24,"Normal, Medium Light, Neutral",3 months - 6 months,Female Daily Studio,5,Ya,"pertama kali nyoba skintific pemakaian pertama udah kelihatan hasilnya, wajah lebih cerah apalagi untuk kulit kusam sangat recomended dan pastinya harga terjangkau, aku juga rekomen buat kalian yang punya kulit kusam pakai skintific yg wadahnya pink,tekstur lembut dan ngga lengket tentunya, pemakaian udah hampir 5 bulann bestii",Asli
wiwikm778,45 and Above,"Normal, Medium Light, Neutral",1 month - 3 months,Shopee,5,Ya,"aku udah habis banyak tube! dan packagingnya skintific ini selalu diperbaharui jd lebih bagus, seperti contohnya di packaging moist ini, tutup sama spatulanya jd lebih bagus dan lebih keren. texturenya gel watery yg nyaman digunakan baik utk dry skin maupun oily skin.",Asli
breathlikevapor,19 - 24,"Combination, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,"Texturenya nyaman banget di pakai di kulitku yang combi, di bagian kulitku yang oilu dia oil controlnya bagus, dibagian kulitku yang dry dia melembabkannya juga pas. Dipakai dibawah makeup gak masalah, di timpa sunscreen macem macem juga oke oke aja",Asli
NasyaFirst270206,18 and Under,"Oily, Medium, Neutral",3 months - 6 months,Tiktok Shop,5,Ya,"bagussss bangetttt, ngaruh banget di aku yang banyakkk dark spotttt dannnn kulittt sensitifffff, setelahhhh pake iniiiii wajahhhhhku jadiiiiii lebih cerahhhhh, keliatan lebih freshhh kata temen temenkuuuuuuuu, benerannnnnn gaboong",Asli
Cikaalifvia_,19 - 24,"Combination, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,"Moisturaizer sangat amat bikin wajah super duper lembab! enak dipake buat base make up maupun enggak. Ngebantu ngeredain kemerahan di wajah juga, jadi sangat amat recommended buat kalian para acne skin!! aku udah oane lebih dari setahun",Palsu
ainunnadziroh,19 - 24,"Combination, Medium Dark, Neutral",More than 1 year,Shopee,5,Ya,"Sudah pake skintifik lebih dari setahun. Selalu repurchase karena emang sebagus itu guys. Mukaku yg gradakan sangat better setelah pake produk ini. Seriusly, skinbarrier aku jadi lebih baik. Aku dulu acne prone sekarang udah jarang jerawatan alhamdulillah hihi",Asli
elchpr,25 - 29,"Oily, Medium Dark, Warm",3 months - 6 months,Shopee,5,Ya,"pertama kali pake ini karena kena racun tiktok, dan pas coba langsung suka karena teksturnya langsung cair dan meresap di kulit. cukup melembapkan kulit dan terhidrasi dengan baik. penggunaan lumayan awet sampai 2-3 bulan. setelah rutin pemakaian bisa memudarkan redness",Asli
AjengJeje,25 - 29,"Combination, Medium Light, Neutral",3 months - 6 months,Shopee,5,Ya,"baru pertama kali coba produk skintific yang inin, jujur karena keracunan iklan yang bilang ini bagus bgt , akhirnya nyobain sendiri ehh emang nyata ini sebagus itu guys, bikin kulit wajah se calm itu , tekturnyagak lengket dan mudah menyerap di mukaa... luv bgt deh akan repurcase sih aku",Asli
ayunanda308,30 - 34,"Combination, Medium, Neutral",More than 1 year,Lazada,5,Ya,"sampe sekarang belum nemu gantinya moisturizer ini sih jujur, beberapa kali cobain yg lain, tapi belum bisa gantiin, jadi kalo udah abis, pasti jadinya balik lagi balik lagi padahal mayan pricey soalnya dikit banget isinya mau nangis,huhuhu. texturenya ringan banget,melembabkan nya tahan lama,tapi ga bikin lengket ganggu, dan muka berasa bagus aja gitu.",Asli
salmabcd,19 - 24,"Oily, Light, Cool",More than 1 year,Shopee,5,Ya,"review jujur dari aku, ini satu satunya mouiturizer yang cocok di mukaku! karena mukaku itu oily jadi susah dan ga pernah cocok pake moisturizer apapun, ketemu produk ini cocok banget melembabkan tapi ga bikin oily dan meresap dengan cepat",Asli
shafiragusti,19 - 24,"Normal, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,sangat ngelembabin muka bgt. dengan harga yang cukup affordabble cukup worth to try and buy. pemakaian seminggu udah keliatan hasilnya sangat sangat memuaskan banget di muka. bruntusan jadi ilang dan bikin makeup lebih long lasting 24 jam,Asli
Arimbiimp,19 - 24,"Combination, Medium, Warm",6 months - 1 year,Shopee,5,Ya,"Moisturizer yang cocok untuk memperbaiki skin barier, dapat membantu mengecilkan pori-pori, mengurangi minyak yang berlebihan, meratakah warna kulit, mencerahkan dan meningkatkan kekuatan skin barier. Menghilangkan bekas jerawat dan bertekstur ringan.",Palsu
Mayads01,19 - 24,"Normal, Medium, Neutral",Less than 1 week,Tokopedia,5,Ya,"Best moisturizer yang pernah aku cobain, benee bener ngaruh di kulit aku uang super badak ini. Kunci kulit sehat itu ada di skin barier dan moisturizer ini mampu memperbaiki skin barier yg rusak. So kalian wajib banget buat cobain approve banget",Palsu
Imeldafaj,25 - 29,"Combination, Medium Light, Warm",Less than 1 week,Shopee,4,Ya,"Ini produk nya enak dan cukup melembabkann muka kering kusem, cocok buat yang kulitnya sensitiff dan gampang kering. Aplikasian nya cepet nyerap juga jadi skincare an ga perluy waktu lama. Buat yang mager mager sangat disarankan. Meski mager harus tetap punya kulit sehat",Asli
Anindaswan,18 and Under,"Combination, Medium, Neutral",Less than 1 week,PR Package,5,Ya,"moisturizer andalannnn bikin aku sembuh dari jetawat karna bener"" lembab ga bikin kering trus ada kandungan cerimide nya jadi bener bener bikin lembab wajah seharian dan pas di tumpuk dengan sunscreen dia ga bikin pelling dan makeup tetep aman seharian",Asli
ayisnadh,25 - 29,"Dry, Medium, Neutral",Less than 1 week,Shopee,5,Ya,"Best moisturizer yang pernah aku cobain, benee bener ngaruh di kulit aku uang super badak ini. Kunci kulit sehat itu ada di skin barier dan moisturizer ini mampu memperbaiki skin barier yg rusak. So kalian wajib banget buat cobain approve banget",Palsu
azizaahnur,19 - 24,"Oily, Medium Light, Neutral",1 month - 3 months,Tokopedia,5,Ya,"Awalnya skeptis banget pas mau coba produk ini, setelah pakai sih paham banget ya kenapa ini hype banget! Tadinya tuh aku takut mau coba ini karena pernah coba tonernya yg sample size dan sepertinya nggak cocok (dulu aku nggak cocok ceramide) eh setelah pakai produk ini taunya wajah aku makin membaik skin barriernyaa. Berasa lebih plump, frekuensi jerawat muncul tuh jadi berkurang banget, dan jauh terhidrasi kulitnya. Teksturnya gel, warna putih, dan sangat mudah menyerap ke kulit sampe berasa kulit lagi dikasih minum wkwk. No-brainer moisturizer banget lah ini mah cocok buat semua jenis kulit.",Asli
vaniaapa_,19 - 24,"Combination, Medium, Warm",Less than 1 week,Shopee,5,Ya,"FIX INI MOISTURIZER RECOMMENDED!! Kayaknya udah gaperlu dijelasin lagi semua orang udah tau kali yaa seberapa supernya ini moist, semua kemerahan, bruntusan, benerÂ² redaa dan bikin kulit yg acne prone bisa tenang karena gada lagi kemerahan. LOVV BANGETâ¤ï¸",Asli
rtriamalia,19 - 24,"Oily, Medium Light, Neutral",6 months - 1 year,Shopee,5,Ya,"mantap banget, mudah menyerap di wajah, memberi kecerahan di wajah saya, gampang dibeli di offline store maupun online store, harga sesuai dengan yang didapat sih, enak dipakai, terasa ringan di wajah, saya sudah berkali kali beli produk ini",Asli
mariza03,19 - 24,"Combination, Medium, Neutral",3 months - 6 months,Official Brand Store,5,Ya,"moisturizer ini bagus banget! selama pemakaian tidak ada efek apapun dan hasilnya malah memuaskan untuk kulit aku. kulit aku jadi semakin lembab dan sehat. repurchase? jelas. aku bakal beli lagi karena emang sebagus itu. untuk harga, worth it banget lah ya",Asli
LitRedd17,19 - 24,"Oily, Medium, Neutral",3 months - 6 months,Official Brand Store,5,Ya,Betah banget pake moisturizer ini bisa banget buat ngebantu ngilangin breakout dimuka ðŸ˜© apalagi buat tipe kulit wajah berminyak..ada harga ada kualitas.. udah lebih dari sekali selalu repurchase.. thankyou Skintific udh ngebantu memperbaiki skin barrier wajah ku,Asli
kik17,19 - 24,"Combination, Medium, Neutral",More than 1 year,Shopee,5,Ya,"Pelembab ini adalah pelembab satu satunya yang cocok di kulitku. Kulitku yang acne prone ini terasa terlembabkan oleh produk ini. Ga bikin iritasi, berminyak, dan terasa ringan di kulit. Emang yang tekstur gel seperti ini katanya sih baik buat kulit acne prone.",Asli
Adeelatns,19 - 24,"Normal, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,"Udah 2x beli, mantap banget skintific bener-bener ramah kantong, dan bagus buat ke kulit aku yang mudah sensitiv, ringan juga ingredientsnya. Buat pagi dan malam juga oke, perbaikin skim barrier bangett, jadi kulit aku makin lembap okk.",Asli
Kicii,19 - 24,"Combination, Medium Light, Neutral",3 months - 6 months,Tiktok Shop,5,Ya,"Kindly so hype ya. Aku pake dari dia sebelum hype sampe hampir tutup tiktok kemaren. Kenapa skg ga pake? Karena jujur agak ragu waktu beli tiktok keasliannya :(( dari segi formula tidak perlu diragukan lagi. Waktu breakout dan sangat kusam, ketika pake skintific mukaku jadi kalem dan kembali merona. Cumaaa, agak disayangkan karena pemakaian ku boros jadi super duper cepet abiss hahaha apakah akan repurchase? Tentuu dan mungkin tidak ke lapak itu ehehe",Asli
Mila_123,25 - 29,"Normal, Light, Neutral",Less than 1 week,Shopee,5,Ya,"Pertama kali pake moisturizer nya enak banget, lembab di wajah, memperbaiki skin barier wajahku yang sudah mulai kasar. The best banget sihh moisturizer nya skintific, saampe sekarang masih pakai karna emang se lembab dan se bagus itu di aku",Asli
fanyerla,19 - 24,"Combination, Medium Light, Neutral",1 month - 3 months,Brand website,4,Ya,Beli waktu masih harus po sebulan di tiktokshop worth it to buy wajah jadi gak rewel jerawat dll. Wajah jadi plumpy dan cerah hehe beli produk skintific lain juga worth it buy semua. Sekarang beli skintific juga mudah. Selamat mencoba kawanâ€ku,Asli
hurratul30,25 - 29,"Oily, Medium Dark, Warm",More than 1 year,Shopee,5,Ya,"Awalnya agak pesimis sama moist dengan tekstur gel, karna mikirnya gak bakal memberi kelembaban maksimal. Tapi untuk skintific ini beda banget, doi punya tekstur gel ringan adem tapi bikin lembab banget. Pake dikit buat satu muka aja udah cukup lembab.",Asli
Parastika_11,19 - 24,"Combination, Medium, Neutral",Less than 1 week,sociolla,5,Ya,suka banget sama moizturizer ini. Bikin muka lembab dan oily. Selain itu cocok banget buat skin prep sebelum make up yang bisa bikin hasil make up jadi lebih flawles. Udah gatau berapa kali repurchase moizturizer ini. Pokoknya sesuka itu dan selalu banyak promo,Asli
Erikadwi304,19 - 24,"Normal, Medium, Neutral",3 months - 6 months,Shopee,5,Ya,hi aku uda pakai ini kurang lebih enam bulan dan hasilnya di aku sangat cocok dan sangat ada perubahan yang aku rasakan. Selain harganya yang terjangkau untuk kalangan mahasiswa hasil yang aku rasakan juga nggak main main loh. Banyak juga variannya,Asli
adriyanic,19 - 24,"Dry, Medium, Neutral",Less than 1 week,Shopee,5,Ya,udah repurchase berkalikalii dan akhirnya nemu moisturizer yang cocok. sebelumnya kulit mukaku yg udah dry ini semakin ngelupas karena banyak faktor. katanya karena kin barrier rusak. ternyata pake ini bikin membaiiik bangett. mantapp,Asli
Ayu_Rahmawati,25 - 29,"Combination, Medium Light, Neutral",More than 1 year,Gift,5,Ya,"moisturizer cocok dikulitku yang kombinasi , teksturnya lembut dan tidak lengket, mudah menyerap di kulit. Bisa memperbaiki skin barier. selaaaaaaluuuuuuuuuuu repeat order karena emang sebuaaaguuuusssssss ituuuuuuu produknyaaa",Asli
vtkusuma,19 - 24,"Normal, Medium Light, Warm",1 week - 1 month,Tokopedia,3,Tidak,"Ternyata gak semua yang viral viral itu cocok. Banyak klaim orang yang bilang kalau moist ini bagus banget. Tapi di kulitku moist ini bisa bikin jerawatan dan merah merah gitu. Aku tipikal kulit badak yang alhamdulillah masih toleran dengan banyak brand saat pertama kali pakai . Aku kira itu purging, ternyata jerawatannya malah berkelanjutan bahkan sampai produknya habis. Untuk harganya menurutku kurang merakyat. Jadi jangan gampang tergiur dengan yang viral viral.",Asli
ayisnadhifa,25 - 29,"Dry, Medium, Neutral",Less than 1 week,Shopee,5,Ya,"Best moisturizer yang pernah aku cobain, benee bener ngaruh di kulit aku uang super badak ini. Kunci kulit sehat itu ada di skin barier dan moisturizer ini mampu memperbaiki skin barier yg rusak. So kalian wajib banget buat cobain approve banget",Palsu
Intanfii,25 - 29,"Normal, Medium, Neutral",Less than 1 week,Shopee,5,Ya,"ini moisturaizer yang gak lengket dan cepet meresap, dingin juga, dan pasti nya ngaruh ke kulit aku. jadi lebih glowing dan lembut. dan gak bikin panas di wajah. harga nya juga terjangkau. tapi bisa gak sih harga satuannya lebih murah daripada bundlingnya",Asli
Ayuputririzkia,25 - 29,"Oily, Medium Light, Warm",1 week - 1 month,Shopee,5,Ya,"coba ini karna tiba"" kulit jadi kering banget, pertama pake suka bgt sm teksturnya cair dan mudah menyerap! seketika kulit langsung lembab tp ga yang lengket, dann sekarang mau ngincer ini di FDxBeauty sby 2024!! so excited! sangat rekomen utk mengatasi kulit yg bermasalah hihi",Asli
